Header,Description,Instruction
90278,"{""description"": ""A pigeon is perched on a curb in an urban street setting, with buses and pedestrians visible in the background."", ""details"": {""objects"": [""pigeon"", ""curb"", ""street"", ""buses"", ""pedestrians""], ""scene"": ""urban street"", ""spatial_info"": {""pigeon"": ""standing on the curb"", ""curb"": ""dividing the street from the sidewalk"", ""street"": ""wide asphalt road"", ""buses"": ""in the background, one with 'Citi' branding"", ""pedestrians"": ""gathered near the bus""}}, ""confidence"": 0.941860336222218, ""recognition_status"": ""success"", ""processing_time"": 9.792022705078125}","Definition: In this task, draw tight bounding boxes around all ""pigeon"".
Emphasis & Caution: Standing on the curb.
Things to Avoid: Do not annotate ""buses"" or ""pedestrians""."
90516,"{""description"": ""A baby is sitting in a high chair, eating a banana while an adult's hand holds it close to her mouth."", ""details"": {""objects"": [""Baby"", ""High chair"", ""Banana"", ""Adult's hand"", ""Chair"", ""Table"", ""Room""], ""scene"": ""Indoor scene"", ""spatial_info"": {""Baby"": ""Sitting in a high chair, facing forward"", ""High chair"": ""Blue and pink, positioned in front of a table"", ""Banana"": ""Held by an adult's hand, partially eaten"", ""Adult's hand"": ""Holding the banana near the baby's mouth"", ""Chair"": ""Dark-colored, located behind the baby"", ""Table"": ""Partially visible, located behind the baby"", ""Room"": ""Indoor setting, possibly a living room or dining area""}}, ""confidence"": 0.9396143663134581, ""recognition_status"": ""success"", ""processing_time"": 13.195047616958618}","Definition: In this task, draw tight bounding boxes around all ""Baby"".
Emphasis & Caution: -
Things to Avoid: Do not annotate ""High chair"", ""Adult's hand"", or ""Banana""."
90802,"{""description"": ""A bottle of beer labeled '#100' sits next to a glass filled with dark beer on a wooden table, illuminated by warm lighting."", ""details"": {""objects"": [""Bottle of beer"", ""Glass of beer"", ""Wooden table"", ""Warm light source""], ""scene"": ""Indoor scene"", ""spatial_info"": {""bottle"": ""Left side of the image"", ""glass"": ""Right side of the image"", ""table"": ""Foreground"", ""light source"": ""Background""}}, ""confidence"": 0.9570608465501265, ""recognition_status"": ""success"", ""processing_time"": 8.883179903030396}","Definition: In this task, draw tight bounding boxes around all ""Bottle of beer"" and ""Glass of beer"".
Emphasis & Caution: ""Bottle of beer"" on the left; ""Glass of beer"" on the right.
Things to Avoid: Do not annotate ""Wooden table"" or ""Warm light source""."
91104,"{""description"": ""A close-up view of the iconic Elizabeth Tower clock face, showcasing intricate architectural details against a clear blue sky."", ""details"": {""objects"": [""Elizabeth Tower clock"", ""architectural details"", ""blue sky""], ""scene"": ""outdoor scene"", ""spatial_info"": {""clock_face"": ""center"", ""architectural_details"": ""surrounding the clock"", ""sky"": ""background""}}, ""confidence"": 0.9546337508168935, ""recognition_status"": ""success"", ""processing_time"": 7.353440523147583}","Definition: In this task, draw tight bounding boxes around all ""Elizabeth Tower clock"".
Emphasis & Caution: Center.
Things to Avoid: Do not annotate ""blue sky"" or ""architectural details""."
91337,"{""description"": ""A hand holds a packaged remote control with a keychain attached, displayed against a wooden surface."", ""details"": {""objects"": [""remote control"", ""packaging"", ""keychain"", ""hand"", ""wooden surface""], ""scene"": ""indoor scene"", ""spatial_info"": {""remote control"": ""held by a hand"", ""packaging"": ""attached to the remote control"", ""keychain"": ""attached to the packaging"", ""hand"": ""holding the remote control"", ""wooden surface"": ""background""}}, ""confidence"": 0.9583032966483327, ""recognition_status"": ""success"", ""processing_time"": 9.046051740646362}","Definition: In this task, draw tight bounding boxes around all ""remote control"".
Emphasis & Caution: Held by a hand.
Things to Avoid: Do not annotate ""wooden surface""."
91550,"{""description"": ""A fighter jet is captured mid-flight against a clear blue sky, leaving a faint trail behind it."", ""details"": {""objects"": [""fighter jet""], ""scene"": ""outdoor"", ""spatial_info"": {""jet_position"": ""center"", ""background"": ""clear blue sky""}}, ""confidence"": 0.959764732176762, ""recognition_status"": ""success"", ""processing_time"": 5.707075357437134}","Definition: In this task, draw tight bounding boxes around all ""fighter jet"".
Emphasis & Caution: Center.
Things to Avoid: -"
91784,"{""description"": ""Two giraffes stand amidst tall grass under a tree, bathed in the warm light of either sunrise or sunset."", ""details"": {""objects"": [""two giraffes"", ""tall grass"", ""tree"", ""bird""], ""scene"": ""wilderness"", ""spatial_info"": {""giraffes"": [""left"", ""right""], ""grass"": ""foreground"", ""tree"": ""center"", ""bird"": ""on top of the tree""}}, ""confidence"": 0.9499087923406606, ""recognition_status"": ""success"", ""processing_time"": 8.071249961853027}","Definition: In this task, draw tight bounding boxes around all ""two giraffes"".
Emphasis & Caution: Left and right positions.
Things to Avoid: Do not annotate ""tall grass"", ""tree"", or ""bird""."
91996,"{""description"": ""A man is playing a video game on a Wii Balance Board in a cozy living room setting."", ""details"": {""objects"": [""man wearing blue shirt and shorts, holding a Wii remote"", ""Wii Balance Board"", ""coffee table with snacks and drinks"", ""lamp"", ""couch with pillows"", ""rug"", ""wooden floor"", ""chandelier"", ""open doorway""], ""scene"": ""indoor scene"", ""spatial_info"": {""man"": ""standing on Wii Balance Board in the center of the room"", ""coffee table"": ""to the right of the man"", ""couch"": ""behind the coffee table"", ""rug"": ""underneath the coffee table"", ""chandelier"": ""in the background near the open doorway"", ""wooden floor"": ""covering the entire floor""}}, ""confidence"": 0.945110492005578, ""recognition_status"": ""success"", ""processing_time"": 12.542482852935791}","Definition: In this task, draw tight bounding boxes around all ""man wearing blue shirt and shorts, holding a Wii remote"" and ""Wii Balance Board"".
Emphasis & Caution: Center of the room.
Things to Avoid: Do not annotate ""coffee table with snacks and drinks"", ""lamp"", ""couch with pillows"", or ""rug""."
92190,"{""description"": ""A surfer is walking into the ocean carrying a surfboard during a vibrant sunset."", ""details"": {""objects"": [""surfer"", ""surfboard"", ""ocean waves"", ""sunset sky"", ""mountains""], ""scene"": ""beach"", ""spatial_info"": {""surfer"": ""center-right"", ""surfboard"": ""in hand, slightly tilted upward"", ""ocean waves"": ""midground, breaking"", ""sunset sky"": ""background, orange and red hues"", ""mountains"": ""far background, silhouetted against the sky""}}, ""confidence"": 0.9391759907362112, ""recognition_status"": ""success"", ""processing_time"": 9.793112754821777}","Definition: In this task, draw tight bounding boxes around the ""surfer"" and the ""surfboard"".
Emphasis & Caution: ""surfer"" at ""center-right""; ""surfboard"" ""in hand, slightly tilted upward"".
Things to Avoid: Do not annotate ""ocean waves"", ""sunset sky"", or ""mountains""."
92428,"{""description"": ""A baseball player is captured mid-swing at home plate during a game."", ""details"": {""objects"": [""baseball player"", ""bat"", ""home plate"", ""baseball field""], ""scene"": ""baseball game"", ""spatial_info"": {""baseball player"": ""standing at home plate, swinging bat"", ""bat"": ""in motion, swung behind the player"", ""home plate"": ""underneath the player's feet"", ""baseball field"": ""visible in the background""}}, ""confidence"": 0.9560260832529593, ""recognition_status"": ""success"", ""processing_time"": 8.618906021118164}","Definition: In this task, draw tight bounding boxes around the ""baseball player"" and the ""bat"".
Emphasis & Caution: ""baseball player"" at ""home plate""; ""bat"" ""in motion"".
Things to Avoid: Do not annotate ""home plate"" or the ""baseball field""."
92685,"{""description"": ""A train station with a train on the tracks, a pedestrian bridge above, and cars driving underneath."", ""details"": {""objects"": [""train"", ""pedestrian bridge"", ""cars"", ""tracks"", ""platform""], ""scene"": ""urban transportation hub"", ""spatial_info"": {""train"": ""on tracks"", ""pedestrian bridge"": ""above train"", ""cars"": ""underneath bridge"", ""tracks"": ""parallel to platform"", ""platform"": ""adjacent to train""}}, ""confidence"": 0.9441991009255892, ""recognition_status"": ""success"", ""processing_time"": 8.65357518196106}","Definition: In this task, draw tight bounding boxes around the ""train"" and the ""cars"".
Emphasis & Caution: ""-"".
Things to Avoid: Do not annotate ""pedestrian bridge"", ""tracks"", or ""platform""."
92916,"{""description"": ""A man is cutting a Hello Kitty-themed cake while being shot at by another person holding a rifle."", ""details"": {""objects"": [""man cutting cake"", ""Hello Kitty cake"", ""rifle"", ""person wearing party hat""], ""scene"": ""outdoor"", ""spatial_info"": {""man cutting cake"": ""left side of the image"", ""Hello Kitty cake"": ""center of the image"", ""rifle"": ""in front of the cake"", ""person wearing party hat"": ""right side of the image""}}, ""confidence"": 0.9523627913241653, ""recognition_status"": ""success"", ""processing_time"": 8.894426345825195}","Definition: In this task, draw tight bounding boxes around the ""man cutting cake"", the ""person wearing party hat"", and the ""rifle"".
Emphasis & Caution: ""man cutting cake"" on the ""left side of the image""; ""person wearing party hat"" on the ""right side of the image"".
Things to Avoid: Do not annotate the ""Hello Kitty cake""."
93191,"{""description"": ""A person sitting on a wooden bench outdoors with two dogs, one standing and one lying down, enjoying a sunny day."", ""details"": {""objects"": [""person wearing a blue shirt with a logo"", ""brown dog sitting on the bench"", ""black and white dog lying on the ground"", ""wooden bench"", ""grass-covered hillside"", ""open field in the background""], ""scene"": ""outdoor scene"", ""spatial_info"": {""person"": ""sitting on the left side of the bench"", ""brown dog"": ""standing on the bench"", ""black and white dog"": ""lying on the ground to the right of the bench"", ""bench"": ""centered in the image"", ""hillside"": ""in the background"", ""field"": ""farther back beyond the hillside""}}, ""confidence"": 0.9455936186004164, ""recognition_status"": ""success"", ""processing_time"": 12.55856990814209}","Definition: In this task, draw tight bounding boxes around the ""person wearing a blue shirt with a logo"", the ""brown dog sitting on the bench"", and the ""black and white dog lying on the ground"".
Emphasis & Caution: Focus on the ""blue shirt with a logo"".
Things to Avoid: Do not annotate the ""wooden bench"", ""grass-covered hillside"", or ""open field in the background""."
93434,"{""description"": ""Two individuals are standing next to a train, each carrying backpacks, suggesting they might be traveling or on a trip."", ""details"": {""objects"": [""two individuals"", ""train"", ""backpacks"", ""train station platform""], ""scene"": ""railway station"", ""spatial_info"": {""train"": ""behind the individuals"", ""backpacks"": ""in front of the individuals"", ""platform"": ""underneath the individuals""}}, ""confidence"": 0.9432849570412263, ""recognition_status"": ""success"", ""processing_time"": 7.688091993331909}","Definition: In this task, draw tight bounding boxes around ""two individuals"".
Emphasis & Caution: ""-"".
Things to Avoid: Do not annotate ""train"", ""backpacks"", or ""train station platform""."
93666,"{""description"": ""A close-up image featuring a stack of cookies, a banana, a box of cranberry chocolate, and a ruler on a table."", ""details"": {""objects"": [""Stack of cookies"", ""Banana"", ""Box of cranberry chocolate"", ""Ruler""], ""scene"": ""Indoor scene"", ""spatial_info"": {""Stack of cookies"": ""On the left side of the image"", ""Banana"": ""Next to the cookies"", ""Box of cranberry chocolate"": ""Behind the cookies"", ""Ruler"": ""On the right side of the image""}}, ""confidence"": 0.9537248901712144, ""recognition_status"": ""success"", ""processing_time"": 9.546624183654785}","Definition: In this task, draw tight bounding boxes around ""Stack of cookies"", ""Banana"", and ""Box of cranberry chocolate"".
Emphasis & Caution: ""-"".
Things to Avoid: Do not annotate ""Ruler""."
93852,"{""description"": ""A MacBook Pro box is placed next to an older Dell laptop on a wooden table."", ""details"": {""objects"": [""MacBook Pro box"", ""Dell laptop""], ""scene"": ""indoor scene"", ""spatial_info"": {""MacBook Pro box"": ""left side of the table"", ""Dell laptop"": ""right side of the table""}}, ""confidence"": 0.9737797651279302, ""recognition_status"": ""success"", ""processing_time"": 6.6530585289001465}","Definition: In this task, draw tight bounding boxes around ""MacBook Pro box"" and ""Dell laptop"".
Emphasis & Caution: ""-"".
Things to Avoid: ""-""."
94092,"{""description"": ""A person is standing in front of a display case featuring mannequins dressed in futuristic attire, with a toilet-like structure integrated into the display."", ""details"": {""objects"": [""Mannequins wearing futuristic clothing"", ""Toilet-like structures"", ""Glass display case"", ""Person wearing a white jacket and jeans"", ""Lighting fixtures on the ceiling""], ""scene"": ""Indoor scene"", ""spatial_info"": {""Mannequins"": [""Left side of the display case""], ""Toilet-like structures"": [""Integrated within the display case""], ""Person"": [""Center of the image, facing the display case""], ""Lighting fixtures"": [""Ceiling above the display case""]}}, ""confidence"": 0.9301543138620644, ""recognition_status"": ""success"", ""processing_time"": 11.089411497116089}","Definition: In this task, draw tight bounding boxes around ""Person wearing a white jacket and jeans"".
Emphasis & Caution: ""Center of the image"".
Things to Avoid: Do not annotate ""Mannequins wearing futuristic clothing"", ""Toilet-like structures"", or ""Glass display case""."
94351,"{""description"": ""A close-up view of a street sign indicating 'Fell' with an arrow pointing right, accompanied by a traffic light above and a gas station sign below."", ""details"": {""objects"": [""Street sign reading 'Fell'"", ""Traffic light"", ""Gas station sign with '76' logo"", ""Overcast sky""], ""scene"": ""Urban street"", ""spatial_info"": {""street_sign"": ""Centered in the image, slightly tilted upwards"", ""traffic_light"": ""Above the street sign, partially visible"", ""gas_station_sign"": ""Below the street sign, partially visible""}}, ""confidence"": 0.9366288476467315, ""recognition_status"": ""success"", ""processing_time"": 9.85032606124878}","Definition: In this task, draw tight bounding boxes around ""Street sign reading 'Fell'"".
Emphasis & Caution: ""Centered in the image"".
Things to Avoid: Do not annotate ""Traffic light"", ""Gas station sign with '76' logo"", or ""Overcast sky""."
94577,"{""description"": ""The image shows three men engaged in conversation in an elegant indoor setting, with one man gesturing while speaking to the other two."", ""details"": {""objects"": [""chandelier"", ""mirror"", ""suit"", ""tie"", ""shirt""], ""scene"": ""chandelier"", ""spatial_info"": ""Main elements distributed in the image""}, ""confidence"": 0.9350297154380959, ""recognition_status"": ""success"", ""processing_time"": 15.33839750289917}","Definition: In this task, draw tight bounding boxes around ""suit"", ""tie"", and ""shirt"".
Emphasis & Caution: ""-"".
Things to Avoid: Do not annotate ""chandelier"" or ""mirror""."
94817,"{""description"": ""A skateboarder performs a trick on a ramp at a skate park during an evening event."", ""details"": {""objects"": [""skateboarder"", ""skateboard"", ""ramp"", ""audience"", ""advertising banners"", ""evening sky""], ""scene"": ""outdoor skate park"", ""spatial_info"": {""skateboarder"": ""center of the image, performing a trick"", ""skateboard"": ""underneath the skateboarder's feet"", ""ramp"": ""in front of the skateboarder, forming a curve"", ""audience"": ""background, watching the performance"", ""advertising banners"": ""visible along the edge of the ramp"", ""evening sky"": ""visible above the scene, indicating the time of day""}}, ""confidence"": 0.9435011392751346, ""recognition_status"": ""success"", ""processing_time"": 12.186462879180908}","Definition: In this task, draw tight bounding boxes around the ""skateboarder"" and the ""skateboard"".
Emphasis & Caution: ""center of the image"".
Things to Avoid: Do not annotate ""ramp"", ""audience"", ""advertising banners"", or ""evening sky""."
95050,"{""description"": ""A corgi is playing in the snow, holding a colorful ball."", ""details"": {""objects"": [""corgi"", ""snow"", ""ball""], ""scene"": ""outdoor"", ""spatial_info"": {""corgi"": ""center"", ""snow"": ""surrounding"", ""ball"": ""in the corgi's mouth""}}, ""confidence"": 0.9689449097357885, ""recognition_status"": ""success"", ""processing_time"": 6.71065092086792}","Definition: In this task, draw tight bounding boxes around the ""corgi"" and the ""ball"".
Emphasis & Caution: ""center""; ""in the corgi's mouth"".
Things to Avoid: Do not annotate ""snow""."
95278,"{""description"": ""A group of people walking outdoors, some wearing hats, with one person holding a bunch of carrots."", ""details"": {""objects"": [""people"", ""carrots"", ""hats"", ""building"", ""window"", ""tree"", ""stroller""], ""scene"": ""urban street"", ""spatial_info"": {""people"": [""left"", ""center"", ""right""], ""carrots"": [""right""], ""hats"": [""left"", ""center"", ""right""], ""building"": [""background""], ""window"": [""background""], ""tree"": [""background""], ""stroller"": [""bottom right""]}}, ""confidence"": 0.9526449198651806, ""recognition_status"": ""success"", ""processing_time"": 10.231999635696411}","Definition: In this task, draw tight bounding boxes around ""people"" and ""carrots"".
Emphasis & Caution: ""-"".
Things to Avoid: Do not annotate ""building"", ""window"", ""tree"", or ""stroller""."
95518,"{""description"": ""A group of motorcyclists riding through a street lined with trees and a Honda building in the background."", ""details"": {""objects"": [""motorcycles"", ""motorcyclists"", ""trees"", ""Honda building"", ""road"", ""cones""], ""scene"": ""urban street"", ""spatial_info"": {""motorcycles"": [""center-left"", ""center-right""], ""motorcyclists"": [""center-left"", ""center-right""], ""trees"": [""left"", ""right""], ""Honda building"": [""background""], ""road"": [""foreground""]}}, ""confidence"": 0.9561565681761086, ""recognition_status"": ""success"", ""processing_time"": 9.389840126037598}","Definition: In this task, draw tight bounding boxes around ""motorcyclists"" and ""motorcycles"".
Emphasis & Caution: ""center-left"" and ""center-right"".
Things to Avoid: Do not annotate ""trees"", ""Honda building"", ""road"", or ""cones""."
95812,"{""description"": ""A group of people, including an older man signing a soccer ball, is gathered outdoors on a grassy area, with a child wearing a football club jersey and a man holding a book nearby."", ""details"": {""objects"": [""people"", ""book"", ""soccer ball"", ""hat"", ""suit""], ""scene"": ""people"", ""spatial_info"": ""Main elements distributed in the image""}, ""confidence"": 0.9248830899519677, ""recognition_status"": ""success"", ""processing_time"": 20.22225308418274}","Definition: In this task, draw tight bounding boxes around all ""people"".
Emphasis & Caution: -
Things to Avoid: Do not annotate ""book"", ""soccer ball"", ""hat"", or ""suit""."
96056,"{""description"": ""Two black cats are sitting on a bathroom sink, with one partially in the bathtub next to it."", ""details"": {""objects"": [""two black cats"", ""bathroom sink"", ""bathtub"", ""tile wall"", ""soap dispenser"", ""water hose"", ""bottles"", ""toothbrush holder""], ""scene"": ""indoor scene"", ""spatial_info"": {""cats"": [""one cat is on the sink, the other is partially in the bathtub""], ""sink"": [""attached to the wall, positioned between the cats""], ""bathtub"": [""adjacent to the sink, with a cat partially inside""], ""tile wall"": [""behind the sink and bathtub""], ""soap dispenser"": [""on the left side of the sink""], ""water hose"": [""connected to the faucet above the sink""], ""bottles"": [""placed on the counter near the sink""], ""toothbrush holder"": [""attached to the wall behind the sink""]}}, ""confidence"": 0.9345178013600192, ""recognition_status"": ""success"", ""processing_time"": 15.00871729850769}","Definition: In this task, draw tight bounding boxes around all ""two black cats"".
Emphasis & Caution: Focus on cats that are ""on the sink"" and ""partially in the bathtub"".
Things to Avoid: Do not annotate ""bathroom sink"", ""bathtub"", ""tile wall"", ""soap dispenser"", ""water hose"", ""bottles"", or ""toothbrush holder""."
96303,"{""description"": ""A skateboarder is performing a trick on a concrete barrier under a bridge at night."", ""details"": {""objects"": [""Skateboarder"", ""Concrete barrier"", ""Bridge"", ""Street"", ""Traffic cones"", ""Streetlights""], ""scene"": ""Urban street"", ""spatial_info"": {""Skateboarder"": ""In mid-air, performing a trick"", ""Concrete barrier"": ""Under the bridge, serving as the obstacle for the trick"", ""Bridge"": ""Overhead structure supporting the scene"", ""Street"": ""Below the bridge, illuminated by streetlights"", ""Traffic cones"": ""Placed near the edge of the street, possibly for safety or construction purposes"", ""Streetlights"": ""Providing illumination for the scene""}}, ""confidence"": 0.9330366101186601, ""recognition_status"": ""success"", ""processing_time"": 11.72611689567566}","Definition: In this task, draw tight bounding boxes around the ""Skateboarder"".
Emphasis & Caution: Focus on the subject ""In mid-air, performing a trick"".
Things to Avoid: Do not annotate ""Concrete barrier"", ""Bridge"", ""Street"", ""Traffic cones"", or ""Streetlights""."
96554,"{""description"": ""A close-up view of green bananas displayed on a dark, gravelly surface next to a large stuffed animal."", ""details"": {""objects"": [""Green bananas"", ""Stuffed animal"", ""Gravelly surface"", ""Red crate"", ""Green crate""], ""scene"": ""Outdoor market or fruit stall"", ""spatial_info"": {""Green bananas"": [""left side""], ""Stuffed animal"": [""right side""], ""Gravelly surface"": [""background""]}}, ""confidence"": 0.9327978319038663, ""recognition_status"": ""success"", ""processing_time"": 8.006122827529907}","Definition: In this task, draw tight bounding boxes around ""Green bananas"" and the ""Stuffed animal"".
Emphasis & Caution: Focus on items on the ""left side"" and ""right side"" respectively.
Things to Avoid: Do not annotate ""Gravelly surface"", ""Red crate"", or ""Green crate""."
96762,"{""description"": ""A rainy urban street scene with pedestrians crossing a crosswalk, a person holding a bright pink umbrella, and a yellow taxi passing by."", ""details"": {""objects"": [""pedestrians"", ""crosswalk"", ""yellow taxi"", ""pink umbrella"", ""buildings"", ""street signs"", ""traffic lights"", ""cars""], ""scene"": ""urban street"", ""spatial_info"": {""pedestrians"": ""crossing the street"", ""yellow taxi"": ""moving on the left side of the image"", ""pink umbrella"": ""held by a pedestrian in the foreground"", ""buildings"": ""large structures on both sides of the street"", ""street signs"": ""visible above the pedestrians"", ""traffic lights"": ""positioned at the intersection"", ""cars"": ""partially visible on the right side of the image""}}, ""confidence"": 0.9432844861433219, ""recognition_status"": ""success"", ""processing_time"": 12.771864175796509}","Definition: In this task, draw tight bounding boxes around all ""pedestrians"" and the ""yellow taxi"".
Emphasis & Caution: Focus on the pedestrian holding the ""pink umbrella"" and the taxi ""moving on the left side of the image"".
Things to Avoid: Do not annotate ""crosswalk"", ""buildings"", ""street signs"", ""traffic lights"", or other ""cars""."
97039,"{""description"": ""A Lego figure is standing in front of a television, gazing out through a window into a brightly lit room."", ""details"": {""objects"": [""Lego figure"", ""Television"", ""Window"", ""Desk"", ""Chair"", ""Laptop"", ""Cabinet""], ""scene"": ""Indoor scene"", ""spatial_info"": {""Lego figure"": ""Center-left"", ""Television"": ""Right"", ""Window"": ""Center"", ""Desk"": ""Left"", ""Chair"": ""Right"", ""Laptop"": ""On desk"", ""Cabinet"": ""Right""}}, ""confidence"": 0.946225387925261, ""recognition_status"": ""success"", ""processing_time"": 9.562552213668823}","Definition: In this task, draw tight bounding boxes around the ""Lego figure"".
Emphasis & Caution: Focus on the subject at ""Center-left"".
Things to Avoid: Do not annotate ""Television"", ""Window"", ""Desk"", ""Chair"", ""Laptop"", or ""Cabinet""."
97272,"{""description"": ""A small black lamb is being bottle-fed by a person on a farm setting."", ""details"": {""objects"": [""a small black lamb"", ""a person's hand holding a milk bottle"", ""hay-covered ground""], ""scene"": ""farm"", ""spatial_info"": {""lamb"": ""center-right"", ""person's hand"": ""left"", ""milk bottle"": ""left"", ""hay"": ""ground""}}, ""confidence"": 0.9531148469674577, ""recognition_status"": ""success"", ""processing_time"": 7.46490216255188}","Definition: In this task, draw tight bounding boxes around ""a small black lamb"".
Emphasis & Caution: Focus on the lamb located at ""center-right"".
Things to Avoid: Do not annotate ""a person's hand holding a milk bottle"" or ""hay-covered ground""."
97540,"{""description"": ""Two individuals are engaged in a game of ultimate frisbee, with one reaching up to catch the flying disc while the other attempts to block her."", ""details"": {""objects"": [""Frisbee"", ""Two individuals wearing athletic attire"", ""Grass field"", ""Trees in the background""], ""scene"": ""Outdoor sports activity"", ""spatial_info"": {""Frisbee"": ""In mid-air, slightly above the players' heads"", ""Individuals"": ""Jumping or running towards each other, with one reaching upwards and the other extending their arm to block"", ""Grass field"": ""Occupies the foreground, providing a natural playing surface"", ""Trees"": ""Line the background, indicating an open park or recreational area""}}, ""confidence"": 0.9213821642241437, ""recognition_status"": ""success"", ""processing_time"": 11.451406002044678}","Definition: In this task, draw tight bounding boxes around ""Two individuals wearing athletic attire"".
Emphasis & Caution: Focus on individuals ""jumping or running towards each other"".
Things to Avoid: Do not annotate ""Frisbee"", ""Grass field"", or ""Trees in the background""."
97754,"{""description"": ""A US Airways aircraft is captured mid-flight against a clear blue sky."", ""details"": {""objects"": [""US Airways airplane""], ""scene"": ""outdoor"", ""spatial_info"": {""airplane"": ""centered, angled slightly upward"", ""sky"": ""clear blue, occupying the background""}}, ""confidence"": 0.9463180642344177, ""recognition_status"": ""success"", ""processing_time"": 5.813594341278076}","Definition: In this task, draw tight bounding boxes around the ""US Airways airplane"".
Emphasis & Caution: Focus on the airplane ""centered, angled slightly upward"".
Things to Avoid: -"
97974,"{""description"": ""A close-up view of a slice of pizza on a decorative plate."", ""details"": {""objects"": [""slice of pizza"", ""decorative plate""], ""scene"": ""indoor scene"", ""spatial_info"": {""slice_of_pizza"": ""center of the plate"", ""decorative_plate"": ""entire frame""}}, ""confidence"": 0.9629710940888898, ""recognition_status"": ""success"", ""processing_time"": 6.266284227371216}","Definition: In this task, draw tight bounding boxes around the ""slice of pizza"".
Emphasis & Caution: -
Things to Avoid: Do not annotate the ""decorative plate""."
98210,"{""description"": ""A vibrant red double-decker bus labeled 'City Sightseeing Perth' is parked on a grassy area surrounded by tall trees, with people walking nearby under a sunny sky."", ""details"": {""objects"": [""Red double-decker bus"", ""People walking"", ""Tall trees"", ""Grassy area"", ""Sunny sky""], ""scene"": ""Outdoor park or recreational area"", ""spatial_info"": {""bus"": ""Center-left"", ""people"": ""Right side"", ""trees"": ""Surrounding the bus"", ""grass"": ""Foreground""}}, ""confidence"": 0.947848333049013, ""recognition_status"": ""success"", ""processing_time"": 9.34684944152832}","Definition: In this task, draw tight bounding boxes around the ""Red double-decker bus"" and ""People walking"".
Emphasis & Caution: Focus on the bus at ""Center-left"" and people on the ""Right side"".
Things to Avoid: Do not annotate ""Tall trees"", ""Grassy area"", or ""Sunny sky""."
98493,"{""description"": ""A school building labeled 'Salt Lake High School East' with vehicles parked in front and students near the entrance."", ""details"": {""objects"": [""Salt Lake High School East sign"", ""building facade with clock"", ""students near the entrance"", ""parked vehicles"", ""bare trees"", ""street signs""], ""scene"": ""School campus"", ""spatial_info"": {""building"": ""Central"", ""entrance"": ""Center"", ""students"": ""Near entrance"", ""vehicles"": ""Front of building"", ""trees"": ""Surrounding the building""}}, ""confidence"": 0.9324503751364046, ""recognition_status"": ""success"", ""processing_time"": 10.320946216583252}","Definition: In this task, draw tight bounding boxes around ""students near the entrance"" and ""parked vehicles"".
Emphasis & Caution: Focus on subjects ""Near entrance"" and in front of the building.
Things to Avoid: Do not annotate ""Salt Lake High School East sign"", ""building facade with clock"", ""bare trees"", or ""street signs""."
98732,"{""description"": ""A fast-food meal consisting of a hot dog, popcorn, and a Pepsi drink on a red counter."", ""details"": {""objects"": [""Hot dog"", ""Popcorn bucket"", ""Pepsi cup"", ""Napkin"", ""Condiment packet"", ""Red counter"", ""Metal sink"", ""Trash can"", ""Black napkin dispenser""], ""scene"": ""Indoor scene"", ""spatial_info"": {""hot dog"": ""On the left side of the counter"", ""popcorn bucket"": ""Centered on the counter"", ""Pepsi cup"": ""To the right of the popcorn bucket"", ""napkin"": ""Underneath the hot dog"", ""condiment packet"": ""Attached to the napkin"", ""red counter"": ""Background"", ""metal sink"": ""Left side of the counter"", ""trash can"": ""Bottom left corner"", ""black napkin dispenser"": ""Top right corner""}}, ""confidence"": 0.944819662155628, ""recognition_status"": ""success"", ""processing_time"": 16.59778094291687}","Definition: In this task, draw tight bounding boxes around the ""Hot dog"", ""Popcorn bucket"", and ""Pepsi cup"".
Emphasis & Caution: Focus on items on the counter: left, center, and right positions.
Things to Avoid: Do not annotate ""Napkin"", ""Condiment packet"", ""Red counter"", ""Metal sink"", ""Trash can"", or ""Black napkin dispenser""."
98981,"{""description"": ""A group of longhorn cattle resting in a grassy field under a sunny sky."", ""details"": {""objects"": [""longhorn cattle"", ""grass"", ""field"", ""fence"", ""trees""], ""scene"": ""rural pasture"", ""spatial_info"": {""cattle"": ""center-right"", ""grass"": ""foreground"", ""fence"": ""background-left"", ""trees"": ""background-right""}}, ""confidence"": 0.9504572352779608, ""recognition_status"": ""success"", ""processing_time"": 7.6046142578125}","Definition: In this task, draw tight bounding boxes around all ""longhorn cattle"".
Emphasis & Caution: Focus on cattle located at ""center-right"".
Things to Avoid: Do not annotate ""grass"", ""field"", ""fence"", or ""trees""."
