Header,Description,Instruction
201301,"{""description"": ""A person is holding a partially eaten burger with cheese and meat patty, sitting next to a laptop and a side of onion rings on a patterned table."", ""details"": {""objects"": [""hand holding a burger"", ""laptop"", ""onion rings"", ""paper tray"", ""ring on finger"", ""patterned table surface""], ""scene"": ""indoor scene"", ""spatial_info"": {""hand holding burger"": ""left side of image, foreground"", ""laptop"": ""right side of image, background"", ""onion rings"": ""top center, on a paper tray"", ""paper tray"": ""center, under the burger and onion rings"", ""ring on finger"": ""on the thumb of the hand holding the burger""}}}","Definition: In this task, draw bounding boxes around the hand holding a burger and the onion rings.
Emphasis & Caution: Hand holding burger on left side foreground; onion rings at top center on a paper tray.
Things to Avoid: laptop, paper tray, ring on finger, patterned table surface."
201555,"{""description"": ""A construction site with excavated earth and orange safety fencing under a clear sky, near a road sign directing to Royal Ascot and Milnerton Ridge, with vehicles and palm trees in the background."", ""details"": {""objects"": [""road sign"", ""construction site"", ""excavated earth"", ""orange safety fencing"", ""traffic lights"", ""vehicles"", ""palm trees"", ""buildings"", ""streetlights""], ""scene"": ""urban street"", ""spatial_info"": {""road_sign"": ""center-right, mounted on a pole above the road"", ""construction_site"": ""foreground, occupying the lower half of the image"", ""orange_safety_fencing"": ""midground, running horizontally across the image behind the construction site"", ""traffic_lights"": ""left side and center-right, mounted on poles"", ""vehicles"": ""background, on the road behind the fencing"", ""palm_trees"": ""background, on the right side"", ""buildings"": ""background, behind the palm trees"", ""streetlights"": ""background, scattered along the road""}}}","Definition: In this task, draw bounding boxes around road sign and vehicles.
Emphasis & Caution: road sign center-right mounted on a pole; vehicles in the background on the road behind the fencing.
Things to Avoid: construction site, excavated earth, orange safety fencing, traffic lights, palm trees, buildings, streetlights."
201839,"{""description"": ""A compact, utilitarian bathroom with corrugated metal walls, featuring a sink, mirror, and toilet enclosed by a translucent partition."", ""details"": {""objects"": [""sink"", ""mirror"", ""toilet"", ""translucent partition"", ""corrugated metal walls"", ""window"", ""towel"", ""light fixture"", ""bottle""], ""scene"": ""indoor scene"", ""spatial_info"": {""sink"": ""on the left side, mounted on a metal countertop"", ""mirror"": ""above the sink, mounted on the wall"", ""toilet"": ""on the right side, behind a translucent partition"", ""translucent partition"": ""separating the toilet area from the sink area"", ""corrugated metal walls"": ""covering most of the walls, including the back wall behind the toilet"", ""window"": ""on the far right wall, allowing natural light"", ""towel"": ""hanging on the lower left corner"", ""light fixture"": ""mounted on the ceiling above the toilet area"", ""bottle"": ""on a shelf above the sink""}}}","Definition: In this task, draw bounding boxes around sink, mirror, toilet, and translucent partition.
Emphasis & Caution: sink on the left mounted on a metal countertop; mirror above the sink; toilet on the right behind a translucent partition.
Things to Avoid: corrugated metal walls, window, towel, light fixture, bottle."
202131,"{""description"": ""A vintage kitchen featuring a cream-colored refrigerator, a white stand mixer, and a retro-style stove with a cabinet below, all set against a light green wall with a circular vent and hanging utensils."", ""details"": {""objects"": [""refrigerator"", ""stand mixer"", ""stove"", ""cabinet"", ""wall vent"", ""utensils""], ""scene"": ""indoor scene"", ""spatial_info"": {""refrigerator"": ""on the left side of the image"", ""stand mixer"": ""on the countertop, centered between the refrigerator and stove"", ""stove"": ""on the right side of the image, with a cabinet below it"", ""cabinet"": ""centered under the countertop, between the refrigerator and stove"", ""wall vent"": ""on the wall above the cabinet, to the right"", ""utensils"": ""hanging on the wall to the far right""}}}","Definition: In this task, draw bounding boxes around the refrigerator, stand mixer, stove, and cabinet.
Emphasis & Caution: Refrigerator on the left side; stand mixer centered on the countertop; stove on the right side; cabinet centered under the countertop.
Things to Avoid: wall vent, utensils."
202436,"{""description"": ""A modern bedroom featuring a black metal canopy bed with a mix of patterned and solid pillows, flanked by a wooden nightstand with a lamp and decorative items, against a wall with textured gray accent panels and framed wall art."", ""details"": {""objects"": [""canopy bed"", ""pillows"", ""bedding"", ""nightstand"", ""lamp"", ""decorative items"", ""wall art"", ""textured wall panel""], ""scene"": ""indoor scene"", ""spatial_info"": {""canopy bed"": ""center of the image, positioned against the back wall"", ""pillows"": ""arranged on the bed, in front of the headboard"", ""bedding"": ""spread across the bed, slightly rumpled"", ""nightstand"": ""on the left side of the bed"", ""lamp"": ""on the nightstand, turned on"", ""decorative items"": ""on the nightstand, next to the lamp"", ""wall art"": ""hanging on the right wall, two framed pieces"", ""textured wall panel"": ""on the back wall, behind the bed""}}}","Definition: In this task, draw bounding boxes around the canopy bed, pillows, nightstand, and lamp.
Emphasis & Caution: Black metal canopy bed at the center; pillows arranged in front of the headboard; lamp turned on; nightstand on the left side of the bed.
Things to Avoid: wall art, textured wall panel."
202738,"{""description"": ""A sepia-toned vintage photograph of a smiling young boy wearing a hat, collared shirt, and tie, standing outdoors in a sunny setting."", ""details"": {""objects"": [""boy"", ""hat"", ""shirt"", ""tie"", ""grass"", ""background structures""], ""scene"": ""outdoor scene"", ""spatial_info"": {""boy"": ""centered in the foreground, facing the camera"", ""hat"": ""worn by the boy, covering his head"", ""shirt"": ""worn by the boy, covering his torso"", ""tie"": ""worn by the boy, around his neck"", ""grass"": ""visible in the background beneath the boy"", ""background structures"": ""out of focus in the background, suggesting an outdoor setting""}}}","Definition: In this task, draw bounding boxes around the boy, hat, shirt, and tie.
Emphasis & Caution: Boy centered in the foreground facing the camera; hat on head; shirt on torso; tie around neck; sepia-toned image.
Things to Avoid: grass; background structures."
202918,"{""description"": ""A close-up of a hot dog with ketchup, lettuce, and a side of fries in a fast-food setting."", ""details"": {""objects"": [""hot dog"", ""fries"", ""ketchup bottle"", ""red cup"", ""paper wrapper"", ""white foam container""], ""scene"": ""fast-food restaurant"", ""spatial_info"": {""hot dog"": ""center foreground, on a paper wrapper"", ""fries"": ""top left, in a white foam container"", ""ketchup bottle"": ""top left corner, partially visible"", ""red cup"": ""top right, behind the hot dog"", ""paper wrapper"": ""under the hot dog, extending to the sides"", ""white foam container"": ""top left, holding the fries""}}}","Definition: In this task, draw bounding boxes around the hot dog and fries.
Emphasis & Caution: Hot dog at center foreground on a paper wrapper; fries at top left in a white foam container.
Things to Avoid: ketchup bottle, red cup, paper wrapper, white foam container."
203137,"{""description"": ""A close-up of an ornate, astronomical clock with intricate designs and figurines on either side, set against a stone wall."", ""details"": {""objects"": [""astronomical clock"", ""figurines"", ""stone wall"", ""date and time stamp""], ""scene"": ""urban street"", ""spatial_info"": {""astronomical clock"": ""center of the image, mounted on a stone wall"", ""figurines"": ""flanking the clock on both left and right sides"", ""stone wall"": ""background, surrounding the clock"", ""date and time stamp"": ""bottom center of the image""}}}","Definition: In this task, draw bounding boxes around the astronomical clock and figurines.
Emphasis & Caution: Astronomical clock at the center; figurines flanking on left and right sides.
Things to Avoid: stone wall, date and time stamp."
203372,"{""description"": ""Two men are walking down a city sidewalk while looking at their phones, with storefronts and pedestrians in the background."", ""details"": {""objects"": [""two men walking"", ""cell phones"", ""beanie hats"", ""zipped-up hoodies"", ""jeans"", ""storefronts"", ""street signs"", ""pedestrians"", ""cars"", ""buildings""], ""scene"": ""urban street"", ""spatial_info"": {""men"": [{""position"": ""left side of sidewalk"", ""clothing"": ""gray hoodie, gray sweatpants, striped beanie"", ""action"": ""walking and looking at phone""}, {""position"": ""right side of sidewalk"", ""clothing"": ""gray hoodie, blue jeans, black beanie"", ""action"": ""walking and looking at phone""}], ""background"": [""storefronts with signs"", ""pedestrians in distance"", ""cars parked on street"", ""buildings lining the street""]}}}","Definition: In this task, draw bounding boxes around the two men walking and their cell phones.
Emphasis & Caution: Left side of sidewalk: gray hoodie, gray sweatpants, striped beanie; Right side of sidewalk: gray hoodie, blue jeans, black beanie.
Things to Avoid: storefronts, street signs, pedestrians, cars, buildings."
203611,"{""description"": ""A close-up view of a toilet with its lid open, revealing a pinkish substance inside the bowl, situated in a bathroom with light wood flooring and cleaning supplies nearby."", ""details"": {""objects"": [""toilet"", ""toilet brush"", ""toilet bowl cleaner"", ""wooden floor"", ""wall"", ""baseboard""], ""scene"": ""indoor scene"", ""spatial_info"": {""toilet"": ""center of the image, lid open"", ""toilet brush"": ""on the left side, next to the toilet"", ""toilet bowl cleaner"": ""on the right side, on the floor"", ""wooden floor"": ""covers the bottom of the image"", ""wall"": ""on the left and right sides of the image"", ""baseboard"": ""along the bottom of the walls""}}}","Definition: In this task, draw bounding boxes around the toilet, toilet brush, and toilet bowl cleaner.
Emphasis & Caution: Toilet is center with lid open and pinkish substance; toilet brush on the left; toilet bowl cleaner on the right on the wooden floor.
Things to Avoid: Do not draw bounding boxes around wooden floor, wall, or baseboard."
203809,"{""description"": ""A young person in a red hoodie and jeans is standing on a sidewalk, talking on a cell phone while holding a bag over their shoulder, with a stone building and trees in the background."", ""details"": {""objects"": [""person"", ""cell phone"", ""red hoodie"", ""blue jeans"", ""sneakers"", ""shoulder bag"", ""stone building"", ""balustrade"", ""trees"", ""bushes"", ""sidewalk"", ""grass""], ""scene"": ""outdoor urban scene"", ""spatial_info"": {""person"": ""standing on sidewalk, facing slightly right, arms crossed, holding phone to ear"", ""cell phone"": ""held to right ear by person"", ""red hoodie"": ""worn by person, covering torso"", ""blue jeans"": ""worn by person, extending to ankles"", ""sneakers"": ""on person's feet, visible at bottom of frame"", ""shoulder bag"": ""slung over person's right shoulder, hanging down"", ""stone building"": ""in background, behind person"", ""balustrade"": ""stone railing on building, behind person"", ""trees"": ""in background, to right of person"", ""bushes"": ""green shrubs along sidewalk, behind person"", ""sidewalk"": ""concrete path where person is standing"", ""grass"": ""green grass patches between sidewalk and building""}}}","Definition: In this task, draw bounding boxes around the person, cell phone, and shoulder bag.
Emphasis & Caution: Red hoodie, blue jeans; cell phone held to right ear; shoulder bag slung over right shoulder.
Things to Avoid: stone building, balustrade, trees, bushes, sidewalk, grass."
204041,"{""description"": ""A small airplane is flying in the sky, leaving a long, curved trail of white smoke behind it."", ""details"": {""objects"": [""airplane"", ""smoke trail""], ""scene"": ""sky"", ""spatial_info"": {""airplane"": {""position"": ""upper left"", ""orientation"": ""banked to the right""}, ""smoke_trail"": {""position"": ""curving from the airplane towards the upper right"", ""shape"": ""long and arcing""}}}}","Definition: In this task, draw bounding boxes around the airplane and the smoke trail.
Emphasis & Caution: airplane in the upper left, banked to the right; smoke trail long and arcing, curving toward the upper right.
Things to Avoid: sky background."
204345,"{""description"": ""A cozy indoor scene featuring a small plush bear sitting on a bed with pillows, illuminated by warm ambient lighting from a bedside lamp."", ""details"": {""objects"": [""plush bear"", ""pillows"", ""bed"", ""bedside lamp"", ""curtains"", ""headboard""], ""scene"": ""indoor scene"", ""spatial_info"": {""plush bear"": ""sitting on the bed, nestled between pillows"", ""pillows"": ""arranged along the headboard of the bed"", ""bed"": ""occupies the foreground and middle ground of the image"", ""bedside lamp"": ""positioned on a nightstand to the right of the bed, casting warm light"", ""curtains"": ""hang behind the bed, partially drawn, allowing some ambient light"", ""headboard"": ""visible at the top left, wooden and partially in shadow""}}}","Definition: In this task, draw bounding boxes around the plush bear.
Emphasis & Caution: plush bear sitting on the bed, nestled between pillows, illuminated by warm light.
Things to Avoid: pillows, bed, bedside lamp, curtains, headboard."
204603,"{""description"": ""Two teddy bears hang from a net on an indoor basketball court, with a faded logo visible on the court floor."", ""details"": {""objects"": [""teddy bear"", ""net"", ""basketball court"", ""logo""], ""scene"": ""indoor scene"", ""spatial_info"": {""teddy bear"": [{""position"": ""hanging from the net on the left side of the image"", ""description"": ""A teddy bear with a scarf, hanging near the top of the net.""}, {""position"": ""hanging from the net on the lower left side of the image"", ""description"": ""A teddy bear with a striped scarf, hanging lower down on the net.""}], ""net"": {""position"": ""on the left side of the image, vertically extending from top to bottom"", ""description"": ""A black net with visible mesh pattern, from which the teddy bears are hanging.""}, ""basketball court"": {""position"": ""background, occupying the right and central part of the image"", ""description"": ""A basketball court with a faded logo on the floor, visible in grayscale.""}, ""logo"": {""position"": ""centered on the court floor in the background"", ""description"": ""A faded, partially obscured logo, likely a team or sponsor emblem.""}}}}","Definition: In this task, draw bounding boxes around the two teddy bear objects hanging from the net.
Emphasis & Caution: Two teddy bear on the left side, hanging at different heights, each with a scarf.
Things to Avoid: net, basketball court, logo."
204832,"{""description"": ""A warmly lit hotel bathroom with a black marble vanity, wall-mounted lights, and a large mirror reflecting the room's interior."", ""details"": {""objects"": [""marble countertop"", ""mirror"", ""wall-mounted lights"", ""tissues"", ""glass"", ""faucet"", ""door"", ""trash can"", ""towel"", ""wall outlet"", ""wall sconce""], ""scene"": ""indoor scene"", ""spatial_info"": {""marble countertop"": ""centered horizontally, spans the width of the wall"", ""mirror"": ""mounted above the countertop, reflecting the door and lights"", ""wall-mounted lights"": ""on either side of the mirror, casting warm light"", ""tissues"": ""on the countertop, to the left"", ""glass"": ""on the countertop, to the right"", ""faucet"": ""centered on the countertop, below the mirror"", ""door"": ""visible in the mirror's reflection, to the right"", ""trash can"": ""in the bottom left corner"", ""towel"": ""partially visible on the bottom right"", ""wall outlet"": ""on the wall to the left of the mirror"", ""wall sconce"": ""on the wall, to the left of the mirror""}}}","Definition: In this task, draw bounding boxes around the marble countertop, mirror, wall-mounted lights, faucet, tissues, glass, trash can, and towel.
Emphasis & Caution: Mirror mounted above the marble countertop; wall-mounted lights on either side of the mirror; faucet centered below the mirror; trash can in the bottom left corner.
Things to Avoid: Door visible in the mirror’s reflection; wall outlet; wall sconce."
205102,"{""description"": ""A snowy riverside path with a black bicycle leaning against a railing, surrounded by frost-covered trees and a partially frozen river under a pale sky."", ""details"": {""objects"": [""bicycle"", ""railing"", ""river"", ""trees"", ""snow"", ""footprints""], ""scene"": ""winter riverside path"", ""spatial_info"": {""bicycle"": ""leaning against the railing on the left side of the path"", ""railing"": ""runs along the edge of the path, separating it from the river"", ""river"": ""flows behind the railing, partially frozen"", ""trees"": ""line both sides of the river and path, covered in frost"", ""snow"": ""covers the ground and parts of the railing"", ""footprints"": ""visible in the snow along the path, leading away from the bicycle""}}}","Definition: In this task, draw bounding boxes around the bicycle.
Emphasis & Caution: Black bicycle leaning against the railing on the left side of the path.
Things to Avoid: railing, river, trees, snow, footprints."
205309,"{""description"": ""A close-up of a young child with light brown hair and blue eyes brushing their teeth with an electric toothbrush."", ""details"": {""objects"": [""child"", ""electric toothbrush"", ""hair"", ""eyes"", ""mouth""], ""scene"": ""indoor scene"", ""spatial_info"": {""child"": ""centered, filling most of the frame"", ""electric_toothbrush"": ""held in the child's mouth, extending downward toward the bottom of the frame"", ""hair"": ""surrounding the child's face, framing it"", ""eyes"": ""looking directly at the camera"", ""mouth"": ""open, with the toothbrush inside""}}}","Definition: In this task, draw bounding boxes around the child and the electric toothbrush.
Emphasis & Caution: child centered filling most of the frame; electric toothbrush held in the mouth extending downward.
Things to Avoid: hair, eyes, mouth, indoor scene."
205559,"{""description"": ""A skier descends a snowy, rocky mountain slope surrounded by steep cliffs and evergreen trees."", ""details"": {""objects"": [""skier"", ""skis"", ""ski poles"", ""backpack"", ""blue hat"", ""snow"", ""rocky cliffs"", ""evergreen trees""], ""scene"": ""mountainous winter landscape"", ""spatial_info"": {""skier"": ""center-left of the image, descending down the slope"", ""skis"": ""on the snow, angled downward"", ""ski poles"": ""held by the skier, extending downward"", ""backpack"": ""on the skier's back"", ""blue hat"": ""on the skier's head"", ""rocky cliffs"": ""dominating the background and sides of the image"", ""evergreen trees"": ""on the left side, partially covered in snow""}}}","Definition: In this task, draw bounding boxes around the skier, skis, ski poles, backpack, and blue hat.
Emphasis & Caution: Skier at center-left descending the slope; skis angled downward on snow; ski poles extending downward; backpack on back; blue hat on head.
Things to Avoid: snow, rocky cliffs, evergreen trees."
205781,"{""description"": ""A large truck hauling heavy machinery is parked under a starry night sky, illuminated by artificial lights with palm trees in the background."", ""details"": {""objects"": [""truck"", ""heavy machinery"", ""palm trees"", ""starry sky"", ""streetlights"", ""road""], ""scene"": ""outdoor night scene"", ""spatial_info"": {""truck"": ""centered in the foreground, parked on the road"", ""heavy machinery"": ""attached to the back of the truck"", ""palm trees"": ""on the left side of the image, illuminated by a streetlight"", ""starry sky"": ""fills the entire upper portion of the image"", ""streetlights"": ""on the left side, casting light on the palm trees and road"", ""road"": ""extends horizontally across the bottom of the image""}}}","Definition: In this task, draw bounding boxes around the truck and heavy machinery.
Emphasis & Caution: truck centered in the foreground on the road; heavy machinery attached to the back of the truck.
Things to Avoid: palm trees, starry sky, streetlights, road."
206036,"{""description"": ""A man wearing ski gear and a blue beanie stands on blue skis in a snowy, forested area, holding ski poles and smiling at the camera."", ""details"": {""objects"": [""man"", ""skis"", ""ski poles"", ""blue beanie"", ""sunglasses"", ""black jacket"", ""black pants"", ""snow"", ""trees"", ""brush""], ""scene"": ""snowy forest"", ""spatial_info"": {""man"": ""center of image, standing on skis"", ""skis"": ""on snow, positioned horizontally across the lower half of the image"", ""ski poles"": ""held by the man, extending upward and outward"", ""trees"": ""in the background, surrounding the scene"", ""snow"": ""covers the ground, primarily in the foreground and patches in the background""}}}","Definition: In this task, draw bounding boxes around the man, skis, ski poles, blue beanie, sunglasses, black jacket, and black pants.
Emphasis & Caution: Man at center standing on skis; blue beanie; black jacket and black pants; skis horizontal in lower half.
Things to Avoid: snow, trees, brush."
206304,"{""description"": ""A female tennis player in a red outfit is captured mid-air, executing a powerful serve on a purple indoor tennis court."", ""details"": {""objects"": [""female tennis player"", ""tennis racket"", ""tennis court"", ""court lines"", ""sports attire"", ""wristbands"", ""tennis shoes""], ""scene"": ""indoor scene"", ""spatial_info"": {""player"": ""center of the frame, airborne, facing upward with racket raised"", ""racket"": ""held in right hand, positioned above shoulder"", ""court"": ""purple surface with white boundary lines, visible in background""}}}","Definition: In this task, draw bounding boxes around the female tennis player and the tennis racket.
Emphasis & Caution: Female tennis player at center of the frame, airborne, red sports attire; tennis racket held in right hand above shoulder.
Things to Avoid: tennis court, court lines, indoor scene background."
206504,"{""description"": ""A large, vintage silver airplane is displayed prominently in a spacious, high-ceilinged aviation museum, with several other aircraft suspended from the ceiling and a large white aircraft visible in the background."", ""details"": {""objects"": [""vintage silver airplane"", ""suspended biplanes"", ""large white aircraft"", ""museum ceiling structure"", ""exhibit platform""], ""scene"": ""indoor scene"", ""spatial_info"": {""vintage silver airplane"": ""centered in the foreground, on a raised platform"", ""suspended biplanes"": ""hanging from the ceiling above the airplane"", ""large white aircraft"": ""in the background, partially visible behind the main airplane"", ""museum ceiling structure"": ""high and arched, with metal beams and lighting fixtures"", ""exhibit platform"": ""white metal railing surrounding the main airplane""}}}","Definition: In this task, draw bounding boxes around the vintage silver airplane.
Emphasis & Caution: Centered in the foreground, large, silver, on a raised platform.
Things to Avoid: suspended biplanes, large white aircraft, museum ceiling structure, exhibit platform."
206757,"{""description"": ""A bustling urban street scene with pedestrians walking along a wet pavement, flanked by historic and modern buildings, including one with a large clock face, under an overcast sky."", ""details"": {""objects"": [""pedestrians"", ""buildings"", ""clock"", ""streetlights"", ""traffic lights"", ""signage"", ""overcast sky"", ""wet pavement""], ""scene"": ""urban street"", ""spatial_info"": {""pedestrians"": ""scattered throughout the street, walking in various directions"", ""buildings"": ""line both sides of the street, with a prominent building on the right featuring a large clock"", ""clock"": ""mounted on the facade of a tan-colored building on the right side"", ""traffic lights"": ""visible at intersections along the street"", ""signage"": ""attached to buildings and poles, including a 'HELLY HANSE' sign"", ""sky"": ""overcast and gray, covering the entire upper portion of the image"", ""pavement"": ""wet and reflective, stretching from the foreground into the distance""}}}","Definition: In this task, draw bounding boxes around pedestrians.
Emphasis & Caution: Scattered throughout the street, walking in various directions on wet pavement.
Things to Avoid: buildings, clock, streetlights, traffic lights, signage, overcast sky, wet pavement."
207013,"{""description"": ""A surfer rides a turbulent, foamy wave in the ocean under a clear sky."", ""details"": {""objects"": [""surfer"", ""surfboard"", ""ocean waves"", ""sky""], ""scene"": ""ocean scene"", ""spatial_info"": {""surfer"": ""centered in the image, sitting on the surfboard"", ""surfboard"": ""angled upward, partially submerged in the wave"", ""ocean waves"": ""dominant in the foreground and midground, churning and foamy"", ""sky"": ""visible at the top of the image, clear and blue""}}}","Definition: In this task, draw bounding boxes around the surfer and surfboard.
Emphasis & Caution: surfer centered in the image; surfboard angled upward and partially submerged in the wave.
Things to Avoid: ocean waves, sky."
207250,"{""description"": ""Three teddy bears dressed in red military-style uniforms with black hats are seated in a wooden crate, displayed in a festive, decorated indoor setting with string lights and snowflake ornaments in the background."", ""details"": {""objects"": [""teddy bears"", ""red uniforms"", ""black hats"", ""wooden crate"", ""string lights"", ""snowflake ornaments"", ""tags""], ""scene"": ""indoor scene"", ""spatial_info"": [""Three teddy bears are seated side by side in a wooden crate, positioned in the foreground."", ""The teddy bears are wearing matching red uniforms with gold buttons and black hats."", ""String lights and snowflake ornaments are visible in the background, creating a festive atmosphere."", ""Tags are attached to the bears, indicating they are for sale or display.""]}}","Definition: In this task, draw bounding boxes around the three teddy bears wearing red uniforms and black hats.
Emphasis & Caution: Three teddy bears seated side by side in a wooden crate, wearing matching red uniforms with gold buttons and black hats in the foreground.
Things to Avoid: wooden crate, string lights, snowflake ornaments, tags."
207548,"{""description"": ""Two children, a girl and a boy, are sitting on a wooden bench in a forested area with trees and exposed roots around them."", ""details"": {""objects"": [""girl"", ""boy"", ""wooden bench"", ""trees"", ""forest floor"", ""roots""], ""scene"": ""forest"", ""spatial_info"": {""girl"": ""sitting on the left side of the bench"", ""boy"": ""sitting on the right side of the bench"", ""bench"": ""centered in the image, surrounded by trees and roots"", ""trees"": ""surrounding the bench and background"", ""roots"": ""visible on the ground around the bench""}}}","Definition: In this task, draw bounding boxes around the girl and the boy.
Emphasis & Caution: girl sitting on the left side of the bench; boy sitting on the right side of the bench.
Things to Avoid: trees, forest floor, roots, wooden bench."
207785,"{""description"": ""Barack Obama is speaking into a microphone at a political rally, with supporters holding up signs and phones to capture the moment."", ""details"": {""objects"": [""Barack Obama"", ""microphone"", ""signs with 'Obama' and '2008' text"", ""cell phones"", ""crowd of supporters""], ""scene"": ""political rally"", ""spatial_info"": {""Barack Obama"": ""center of the image, standing and speaking"", ""signs"": ""in the background and foreground, partially blurred"", ""cell phones"": ""held by people in the foreground and to the right"", ""crowd"": ""surrounding Obama, mostly out of focus""}}}","Definition: In this task, draw bounding boxes around Barack Obama, microphone, signs with 'Obama' and '2008' text, cell phones, and crowd of supporters.
Emphasis & Caution: Barack Obama at the center speaking; microphone near his mouth; signs with 'Obama' and '2008' text; cell phones held in the foreground and to the right.
Things to Avoid: -"
208024,"{""description"": ""A rustic kitchen with wooden walls and cabinetry, featuring a large black island with cooking trays and pots, illuminated by natural light from a window."", ""details"": {""objects"": [""wooden cabinets"", ""black kitchen island"", ""large pots and pans"", ""trays with food"", ""window"", ""range hood"", ""kitchen sink"", ""paper towels"", ""glassware"", ""knives"", ""appliances""], ""scene"": ""indoor scene"", ""spatial_info"": {""wooden cabinets"": ""line the walls on both sides of the room"", ""black kitchen island"": ""centered in the foreground"", ""large pots and pans"": ""on the island and counter"", ""trays with food"": ""on the island"", ""window"": ""on the back wall, letting in natural light"", ""range hood"": ""above the stove, centered"", ""kitchen sink"": ""on the right side of the island"", ""paper towels"": ""on the counter near the sink"", ""glassware"": ""on the counter near the sink"", ""knives"": ""in a block on the counter"", ""appliances"": ""on the left side of the counter""}}}","Definition: In this task, draw bounding boxes around black kitchen island, large pots and pans, trays with food, wooden cabinets, range hood, kitchen sink, window, paper towels, glassware, knives, and appliances.
Emphasis & Caution: Focus on the black kitchen island centered in the foreground and wooden cabinets lining both sides.
Things to Avoid: -"
208244,"{""description"": ""A red stop sign with the text 'ALL-WAR' below it is visible through a bus window, with trees and street lamps in the background."", ""details"": {""objects"": [""stop sign"", ""bus window"", ""trees"", ""street lamps"", ""sign for disabled persons""], ""scene"": ""urban street"", ""spatial_info"": {""stop sign"": ""centered in the middle of the image, viewed through the bus window"", ""bus window"": ""frame of the image, with vertical bars on the left and bottom"", ""trees"": ""in the background, behind the stop sign and street lamps"", ""street lamps"": ""in the background, to the right of the stop sign"", ""sign for disabled persons"": ""at the top of the image, partially visible""}}}","Definition: In this task, draw bounding boxes around the stop sign.
Emphasis & Caution: Red color, centered in the middle of the image, text ""ALL-WAR"".
Things to Avoid: bus window, trees, street lamps, sign for disabled persons."
208476,"{""description"": ""A blurry, low-resolution photo of two people sitting at a wooden table, with the person in the foreground drinking from a glass."", ""details"": {""objects"": [""person in foreground drinking"", ""person in background"", ""wooden table"", ""glass"", ""white shirt"", ""plaid tie""], ""scene"": ""indoor scene"", ""spatial_info"": {""person in foreground"": ""centered, leaning forward, drinking from a glass"", ""person in background"": ""partially visible, behind the foreground person, to the left"", ""wooden table"": ""in the foreground, extending across the bottom of the image"", ""glass"": ""held by the foreground person near their mouth"", ""white shirt"": ""worn by the foreground person"", ""plaid tie"": ""worn by the foreground person, visible under the shirt""}}}","Definition: In this task, draw bounding boxes around the person in foreground drinking and the person in background.
Emphasis & Caution: person in foreground drinking is centered, leaning forward, drinking from a glass, wearing white shirt and plaid tie; person in background is partially visible to the left behind the foreground person.
Things to Avoid: wooden table, glass, white shirt, plaid tie."
208727,"{""description"": ""A solitary metal bench sits on a paved path beside a partially frozen river, surrounded by snow-covered ground and bare winter trees under a cloudy sky."", ""details"": {""objects"": [""bench"", ""river"", ""trees"", ""snow"", ""paved path"", ""sky""], ""scene"": ""winter park"", ""spatial_info"": {""bench"": ""center-left foreground, facing the river"", ""river"": ""middle ground, extending horizontally across the image"", ""trees"": ""background, lining the far bank of the river"", ""snow"": ""covering the ground around the bench and along the riverbank"", ""paved path"": ""under and around the bench, leading toward the river"", ""sky"": ""top of the image, partially visible behind the trees""}}}","Definition: In this task, draw bounding boxes around the bench.
Emphasis & Caution: The bench is positioned center-left in the foreground, facing the river.
Things to Avoid: Do not annotate background elements like trees, river, snow, paved path, or sky."
208927,"{""description"": ""An aerial view of a large parking lot filled with rows of red and white buses, with a few people standing near them and a small van parked in the foreground."", ""details"": {""objects"": [""buses"", ""people"", ""van"", ""buildings"", ""trees"", ""street"", ""crosswalk""], ""scene"": ""outdoor parking lot"", ""spatial_info"": {""buses"": ""arranged in multiple rows, extending from the foreground to the background, mostly facing the camera"", ""people"": ""standing near the front of the buses, clustered in small groups"", ""van"": ""parked in the bottom right corner of the image, facing left"", ""buildings"": ""visible in the upper left background, behind the buses"", ""trees"": ""surrounding the parking lot on the right and in the background"", ""crosswalk"": ""visible in the bottom left corner of the image""}}}","Definition: In this task, draw bounding boxes around the buses, people, and van.
Emphasis & Caution: Buses are arranged in multiple rows, mostly facing the camera.; People are standing near the front of the buses, clustered in small groups.; Van is parked in the bottom right corner, facing left.
Things to Avoid: Ignore buildings, trees, street, and crosswalk."
209125,"{""description"": ""A red and black armored truck labeled 'Dunbar Armored' is parked on a city street in front of a Men's Warehouse store, with pedestrians and urban buildings in the background."", ""details"": {""objects"": [""armored truck"", ""pedestrians"", ""buildings"", ""storefronts"", ""street"", ""traffic light pole"", ""bus stop"", ""planters"", ""banners""], ""scene"": ""urban street"", ""spatial_info"": {""armored_truck"": ""center of image, parked on street"", ""buildings"": ""background, behind truck"", ""storefronts"": ""behind truck, including Men's Warehouse"", ""pedestrians"": ""left side of image, walking on sidewalk"", ""street"": ""foreground, with yellow line"", ""traffic_light_pole"": ""right side of image"", ""bus_stop"": ""right side of image"", ""planters"": ""left side of image, near sidewalk"", ""banners"": ""on buildings in background""}}}","Definition: In this task, draw bounding boxes around the armored truck and pedestrians.
Emphasis & Caution: Armored truck is red and black, labeled ""Dunbar Armored,"" located at the center of the image, parked on the street.; Pedestrians are on the left side, walking on the sidewalk.
Things to Avoid: Ignore buildings, storefronts, street, traffic light pole, bus stop, planters, and banners."
